CARD_ID|IMPL.|SET|FORMAT|TYPE|CLASS|NAME|TEXT
EX1_110|True|EXPERT1|S|MINION|NEUTRAL|Cairne Bloodhoof|<b>Deathrattle:</b> Summon a 4/5 Baine Bloodhoof.
EX1_116|True|EXPERT1|S|MINION|NEUTRAL|Leeroy Jenkins|<b>Charge</b>. <b>Battlecry:</b> Summon two 1/1 Whelps for your opponent.
EX1_124|True|EXPERT1|S|SPELL|ROGUE|Eviscerate|Deal $2 damage. <b>Combo:</b> Deal $4 damage instead. *spelldmg
EX1_126|True|EXPERT1|S|SPELL|ROGUE|Betrayal|Force an enemy minion to deal its damage to the minions next to it.
EX1_128|True|HOF|W|SPELL|ROGUE|Conceal|Give your minions <b>Stealth</b> until your next_turn.
EX1_129|True|CORE|S|SPELL|ROGUE|Fan of Knives|Deal $1 damage to all enemy minions. Draw_a card. *spelldmg
EX1_130|False|EXPERT1|S|SPELL|PALADIN|Noble Sacrifice|<b>Secret:</b> When an enemy attacks, summon a 2/1 Defender as the new target.
EX1_131|True|EXPERT1|S|MINION|ROGUE|Defias Ringleader|<b>Combo:</b> Summon a 2/1 Defias Bandit.
EX1_132|True|EXPERT1|S|SPELL|PALADIN|Eye for an Eye|<b>Secret:</b> When your hero takes damage, deal_that much damage to the enemy hero.
EX1_133|True|EXPERT1|S|WEAPON|ROGUE|Perdition's Blade|<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.
EX1_134|True|EXPERT1|S|MINION|ROGUE|SI:7 Agent|<b>Combo:</b> Deal 2 damage.
EX1_136|True|EXPERT1|S|SPELL|PALADIN|Redemption|<b>Secret:</b> When a friendly minion dies, return it to life with 1 Health.
EX1_137|True|EXPERT1|S|SPELL|ROGUE|Headcrack|Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn. *spelldmg
EX1_144|True|EXPERT1|S|SPELL|ROGUE|Shadowstep|Return a friendly minion to your hand. It_costs (2) less.
EX1_145|False|EXPERT1|S|SPELL|ROGUE|Preparation|The next spell you cast this turn costs (3) less.
EX1_154|True|EXPERT1|S|SPELL|DRUID|Wrath|<b>Choose One -</b> Deal $3 damage to a minion; or $1 damage and draw a card. *spelldmg
EX1_155|True|EXPERT1|S|SPELL|DRUID|Mark of Nature|<b>Choose One -</b> Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.
EX1_158|True|EXPERT1|S|SPELL|DRUID|Soul of the Forest|Give your minions "<b>Deathrattle:</b> Summon a 2/2 Treant."
EX1_160|True|EXPERT1|S|SPELL|DRUID|Power of the Wild|<b>Choose One -</b> Give your minions +1/+1; or Summon a 3/2 Panther.
EX1_161|True|EXPERT1|S|SPELL|DRUID|Naturalize|Destroy a minion. Your opponent draws 2_cards.
EX1_162|True|EXPERT1|S|MINION|NEUTRAL|Dire Wolf Alpha|Adjacent minions have +1_Attack.
EX1_164|True|EXPERT1|S|SPELL|DRUID|Nourish|<b>Choose One -</b> Gain 2_Mana Crystals; or Draw 3 cards.
EX1_165|True|EXPERT1|S|MINION|DRUID|Druid of the Claw|<b>Choose One -</b> Transform into a 4/4 with <b>Charge</b>; or a 4/6 with <b>Taunt</b>.
EX1_166|True|EXPERT1|S|MINION|DRUID|Keeper of the Grove|<b>Choose One -</b> Deal_2_damage; or <b>Silence</b> a minion.
EX1_169|True|CORE|S|SPELL|DRUID|Innervate|Gain 2 Mana Crystals this turn only.
EX1_170|True|EXPERT1|S|MINION|NEUTRAL|Emperor Cobra|<b>Poisonous</b>
EX1_173|True|CORE|S|SPELL|DRUID|Starfire|Deal $5 damage. Draw a card. *spelldmg
EX1_178|True|EXPERT1|S|MINION|DRUID|Ancient of War|<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.
EX1_238|True|EXPERT1|S|SPELL|SHAMAN|Lightning Bolt|Deal $3 damage. <b>Overload:</b> (1) *spelldmg
EX1_241|True|EXPERT1|S|SPELL|SHAMAN|Lava Burst|Deal $5 damage. <b>Overload:</b> (2) *spelldmg
EX1_243|True|EXPERT1|S|MINION|SHAMAN|Dust Devil|<b>Windfury</b>. <b>Overload:</b> (2)
EX1_244|True|CORE|S|SPELL|SHAMAN|Totemic Might|Give your Totems +2_Health.
EX1_245|True|EXPERT1|S|SPELL|SHAMAN|Earth Shock|<b>Silence</b> a minion, then deal $1 damage to it. *spelldmg
EX1_246|True|CORE|S|SPELL|SHAMAN|Hex|Transform a minion into a 0/1 Frog with <b>Taunt</b>.
EX1_247|True|EXPERT1|S|WEAPON|SHAMAN|Stormforged Axe|<b>Overload:</b> (1)
EX1_248|True|EXPERT1|S|SPELL|SHAMAN|Feral Spirit|Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (2)
EX1_249|True|EXPERT1|S|MINION|NEUTRAL|Baron Geddon|At the end of your turn, deal 2 damage to ALL other characters.
EX1_250|True|EXPERT1|S|MINION|SHAMAN|Earth Elemental|<b>Taunt</b>. <b>Overload:</b> (3)
EX1_251|True|EXPERT1|S|SPELL|SHAMAN|Forked Lightning|Deal $2 damage to 2_random enemy minions. <b>Overload:</b> (2) *spelldmg
EX1_258|True|EXPERT1|S|MINION|SHAMAN|Unbound Elemental|Whenever you play a card_with <b>Overload</b>, gain_+1/+1.
EX1_259|True|EXPERT1|S|SPELL|SHAMAN|Lightning Storm|Deal $2-$3 damage to all_enemy minions. <b>Overload:</b> (2) *spelldmg
EX1_274|True|EXPERT1|S|MINION|MAGE|Ethereal Arcanist|If you control a <b>Secret</b> at_the end of your turn, gain +2/+2.
EX1_275|True|EXPERT1|S|SPELL|MAGE|Cone of Cold|<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them. *spelldmg
EX1_277|True|CORE|S|SPELL|MAGE|Arcane Missiles|Deal $3 damage randomly split among all enemies. *spelldmg
EX1_278|True|CORE|S|SPELL|ROGUE|Shiv|Deal $1 damage. Draw a card. *spelldmg
EX1_279|True|EXPERT1|S|SPELL|MAGE|Pyroblast|Deal $10 damage. *spelldmg
EX1_283|True|EXPERT1|S|MINION|NEUTRAL|Frost Elemental|<b>Battlecry:</b> <b>Freeze</b> a_character.
EX1_284|True|HOF|W|MINION|NEUTRAL|Azure Drake|<b>Spell Damage +1</b>. <b>Battlecry:</b> Draw a card.
EX1_287|True|EXPERT1|S|SPELL|MAGE|Counterspell|<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.
EX1_289|True|EXPERT1|S|SPELL|MAGE|Ice Barrier|<b>Secret:</b> When your hero is attacked, gain 8 Armor.
EX1_294|True|EXPERT1|S|SPELL|MAGE|Mirror Entity|<b>Secret:</b> After your opponent plays a minion, summon a copy of it.
EX1_295|True|EXPERT1|S|SPELL|MAGE|Ice Block|<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.
EX1_298|True|HOF|W|MINION|NEUTRAL|Ragnaros the Firelord|Can't attack. At the end of your turn, deal 8 damage to a random enemy.
EX1_301|True|EXPERT1|S|MINION|WARLOCK|Felguard|<b>Taunt</b> <b>Battlecry:</b> Destroy one of your Mana Crystals.
EX1_302|True|CORE|S|SPELL|WARLOCK|Mortal Coil|Deal $1 damage to a minion. If that kills it, draw a card. *spelldmg
EX1_303|True|EXPERT1|S|SPELL|WARLOCK|Shadowflame|Destroy a friendly minion and deal its Attack damage to all enemy minions. *spelldmg
EX1_304|True|EXPERT1|S|MINION|WARLOCK|Void Terror|<b>Battlecry:</b> Destroy both adjacent minions and gain  their Attack and Health.
EX1_306|True|CORE|S|MINION|WARLOCK|Succubus|<b>Battlecry:</b> Discard a random card.
EX1_308|True|CORE|S|SPELL|WARLOCK|Soulfire|Deal $4 damage. Discard a random card. *spelldmg
EX1_309|True|EXPERT1|S|SPELL|WARLOCK|Siphon Soul|Destroy a minion. Restore #3 Health to_your hero.
EX1_310|True|EXPERT1|S|MINION|WARLOCK|Doomguard|<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.
EX1_312|True|EXPERT1|S|SPELL|WARLOCK|Twisting Nether|Destroy all minions.
EX1_313|True|EXPERT1|S|MINION|WARLOCK|Pit Lord|<b>Battlecry:</b> Deal 5 damage to your hero.
EX1_315|False|EXPERT1|S|MINION|WARLOCK|Summoning Portal|Your minions cost (2) less, but not less than (1).
EX1_316|True|HOF|W|SPELL|WARLOCK|Power Overwhelming|Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.
EX1_317|True|EXPERT1|S|SPELL|WARLOCK|Sense Demons|Draw 2 Demons from your deck.
EX1_319|True|EXPERT1|S|MINION|WARLOCK|Flame Imp|<b>Battlecry:</b> Deal 3 damage to your hero.
EX1_320|True|EXPERT1|S|SPELL|WARLOCK|Bane of Doom|Deal $2 damage to_a character. If that kills it, summon a random Demon. *spelldmg
EX1_323|True|EXPERT1|S|MINION|WARLOCK|Lord Jaraxxus|<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.
EX1_332|True|EXPERT1|S|SPELL|PRIEST|Silence|<b>Silence</b> a minion.
EX1_334|False|EXPERT1|S|SPELL|PRIEST|Shadow Madness|Gain control of an enemy minion with 3 or less Attack until end of turn.
EX1_335|True|EXPERT1|S|MINION|PRIEST|Lightspawn|This minion's Attack is always equal to its Health.
EX1_339|True|EXPERT1|S|SPELL|PRIEST|Thoughtsteal|Copy 2 cards in your opponent's deck and add them to your hand.
EX1_341|True|EXPERT1|S|MINION|PRIEST|Lightwell|At the start of your turn, restore 3 Health to a damaged friendly character.
EX1_345|True|EXPERT1|S|SPELL|PRIEST|Mindgames|Put a copy of a random minion from your opponent's deck into the battlefield.
EX1_349|True|EXPERT1|S|SPELL|PALADIN|Divine Favor|Draw cards until you have as many in hand as your opponent.
EX1_350|False|EXPERT1|S|MINION|PRIEST|Prophet Velen|Double the damage and healing of your spells and Hero Power.
EX1_354|True|EXPERT1|S|SPELL|PALADIN|Lay on Hands|Restore #8 Health. Draw_3 cards.
EX1_355|True|EXPERT1|S|SPELL|PALADIN|Blessed Champion|Double a minion's Attack.
EX1_360|True|CORE|S|SPELL|PALADIN|Humility|Change a minion's Attack to 1.
EX1_362|True|EXPERT1|S|MINION|PALADIN|Argent Protector|<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.
EX1_363|True|EXPERT1|S|SPELL|PALADIN|Blessing of Wisdom|Choose a minion. Whenever it attacks, draw a card.
EX1_365|True|EXPERT1|S|SPELL|PALADIN|Holy Wrath|Draw a card and deal_damage equal to_its Cost. *spelldmg
EX1_366|True|EXPERT1|S|WEAPON|PALADIN|Sword of Justice|After you summon a minion, give it +1/+1 and this loses 1_Durability.
EX1_371|True|CORE|S|SPELL|PALADIN|Hand of Protection|Give a minion <b>Divine Shield</b>.
EX1_379|True|EXPERT1|S|SPELL|PALADIN|Repentance|<b>Secret:</b> After your opponent plays a minion, reduce its Health to 1.
EX1_382|True|EXPERT1|S|MINION|PALADIN|Aldor Peacekeeper|<b>Battlecry:</b> Change an_enemy minion's Attack to 1.
EX1_383|True|EXPERT1|S|MINION|PALADIN|Tirion Fordring|<b>Divine Shield</b>. <b>Taunt</b>. <b>Deathrattle:</b> Equip a 5/3_Ashbringer.
EX1_384|True|EXPERT1|S|SPELL|PALADIN|Avenging Wrath|Deal $8 damage randomly split among all enemies. *spelldmg
EX1_390|True|EXPERT1|S|MINION|NEUTRAL|Tauren Warrior|<b>Taunt</b> <b>Enrage:</b> +3 Attack.
EX1_391|True|EXPERT1|S|SPELL|WARRIOR|Slam|Deal $2 damage to a minion. If it survives, draw a card. *spelldmg
EX1_392|True|EXPERT1|S|SPELL|WARRIOR|Battle Rage|Draw a card for each damaged friendly character.
EX1_393|True|EXPERT1|S|MINION|NEUTRAL|Amani Berserker|<b>Enrage:</b> +3 Attack
EX1_396|True|EXPERT1|S|MINION|NEUTRAL|Mogu'shan Warden|<b>Taunt</b>
EX1_398|True|EXPERT1|S|MINION|WARRIOR|Arathi Weaponsmith|<b>Battlecry:</b> Equip a 2/2_weapon.
EX1_399|True|CORE|S|MINION|NEUTRAL|Gurubashi Berserker|Whenever this minion takes damage, gain +3_Attack.
EX1_400|True|CORE|S|SPELL|WARRIOR|Whirlwind|Deal $1 damage to ALL_minions. *spelldmg
EX1_402|True|EXPERT1|S|MINION|WARRIOR|Armorsmith|Whenever a friendly minion_takes damage, gain 1 Armor.
EX1_405|True|EXPERT1|S|MINION|NEUTRAL|Shieldbearer|<b>Taunt</b>
EX1_407|True|EXPERT1|S|SPELL|WARRIOR|Brawl|Destroy all minions except one. <i>(chosen randomly)</i>
EX1_408|True|EXPERT1|S|SPELL|WARRIOR|Mortal Strike|Deal $4 damage. If you have 12 or less Health, deal $6 instead. *spelldmg
EX1_409|True|EXPERT1|S|SPELL|WARRIOR|Upgrade!|If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.
EX1_410|True|EXPERT1|S|SPELL|WARRIOR|Shield Slam|Deal 1 damage to a minion for each Armor you have. *spelldmg
EX1_411|True|EXPERT1|S|WEAPON|WARRIOR|Gorehowl|Attacking a minion costs 1 Attack instead of 1 Durability.
EX1_412|True|EXPERT1|S|MINION|NEUTRAL|Raging Worgen|<b>Enrage:</b> <b>Windfury</b> and +1_Attack.
EX1_414|True|EXPERT1|S|MINION|WARRIOR|Grommash Hellscream|<b>Charge</b> <b>Enrage:</b> +6 Attack
EX1_506|True|CORE|S|MINION|NEUTRAL|Murloc Tidehunter|<b>Battlecry:</b> Summon a 1/1_Murloc Scout.
EX1_507|True|EXPERT1|S|MINION|NEUTRAL|Murloc Warleader|Your other Murlocs have +2/+1.
EX1_508|True|CORE|S|MINION|NEUTRAL|Grimscale Oracle|Your other Murlocs have +1 Attack.
EX1_509|True|EXPERT1|S|MINION|NEUTRAL|Murloc Tidecaller|Whenever you summon a Murloc, gain +1 Attack.
EX1_522|True|EXPERT1|S|MINION|ROGUE|Patient Assassin|<b>Stealth</b>  <b>Poisonous</b>
EX1_531|True|EXPERT1|S|MINION|HUNTER|Scavenging Hyena|Whenever a friendly Beast dies, gain +2/+1.
EX1_533|True|EXPERT1|S|SPELL|HUNTER|Misdirection|<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.
EX1_534|True|EXPERT1|S|MINION|HUNTER|Savannah Highmane|<b>Deathrattle:</b> Summon two 2/2 Hyenas.
EX1_536|True|EXPERT1|S|WEAPON|HUNTER|Eaglehorn Bow|Whenever a friendly <b>Secret</b> is revealed, gain +1 Durability.
EX1_537|True|EXPERT1|S|SPELL|HUNTER|Explosive Shot|Deal $5 damage to a minion and $2 damage to adjacent ones. *spelldmg
EX1_538|True|EXPERT1|S|SPELL|HUNTER|Unleash the Hounds|For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.
EX1_539|True|CORE|S|SPELL|HUNTER|Kill Command|Deal $3 damage. If you control a Beast, deal $5 damage instead. *spelldmg
EX1_543|True|EXPERT1|S|MINION|HUNTER|King Krush|<b>Charge</b>
EX1_544|True|EXPERT1|S|SPELL|HUNTER|Flare|All minions lose <b>Stealth</b>. Destroy all enemy <b>Secrets</b>. Draw a card.
EX1_549|True|EXPERT1|S|SPELL|HUNTER|Bestial Wrath|Give a friendly Beast +2 Attack and <b>Immune</b> this turn.
EX1_554|True|EXPERT1|S|SPELL|HUNTER|Snake Trap|<b>Secret:</b> When one of your minions is attacked, summon three 1/1 Snakes.
EX1_556|True|EXPERT1|S|MINION|NEUTRAL|Harvest Golem|<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.
EX1_557|True|EXPERT1|S|MINION|NEUTRAL|Nat Pagle|At the start of your turn, you have a 50% chance to draw an extra card.
EX1_558|True|EXPERT1|S|MINION|NEUTRAL|Harrison Jones|<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.
EX1_559|True|EXPERT1|S|MINION|MAGE|Archmage Antonidas|Whenever you cast a spell, add a 'Fireball' spell to_your hand.
EX1_560|True|EXPERT1|S|MINION|NEUTRAL|Nozdormu|Players only have 15 seconds to take their_turns.
EX1_561|True|EXPERT1|S|MINION|NEUTRAL|Alexstrasza|<b>Battlecry:</b> Set a hero's remaining Health to 15.
EX1_562|True|EXPERT1|S|MINION|NEUTRAL|Onyxia|<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.
EX1_563|True|EXPERT1|S|MINION|NEUTRAL|Malygos|<b>Spell Damage +5</b>
EX1_564|False|EXPERT1|S|MINION|NEUTRAL|Faceless Manipulator|<b>Battlecry:</b> Choose a minion and become a copy of it.
EX1_565|True|CORE|S|MINION|SHAMAN|Flametongue Totem|Adjacent minions have +2_Attack.
EX1_567|True|EXPERT1|S|WEAPON|SHAMAN|Doomhammer|<b>Windfury, Overload:</b> (2)
EX1_570|True|EXPERT1|S|SPELL|DRUID|Bite|Give your hero +4_Attack this turn and 4 Armor.
EX1_571|True|EXPERT1|S|SPELL|DRUID|Force of Nature|Summon three 2/2 Treants.
EX1_572|True|EXPERT1|S|MINION|NEUTRAL|Ysera|At the end of your turn, add_a Dream Card to_your hand.
EX1_573|True|EXPERT1|S|MINION|DRUID|Cenarius|<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.
EX1_575|True|EXPERT1|S|MINION|SHAMAN|Mana Tide Totem|At the end of your turn, draw a card.
EX1_577|True|EXPERT1|S|MINION|NEUTRAL|The Beast|<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.
EX1_578|True|EXPERT1|S|SPELL|DRUID|Savagery|Deal damage equal to your hero's Attack to a minion. *spelldmg
EX1_581|True|CORE|S|SPELL|ROGUE|Sap|Return an enemy minion to your opponent's hand.
EX1_582|True|CORE|S|MINION|NEUTRAL|Dalaran Mage|<b>Spell Damage +1</b>
EX1_583|True|EXPERT1|S|MINION|NEUTRAL|Priestess of Elune|<b>Battlecry:</b> Restore 4 Health to your hero.
EX1_584|True|EXPERT1|S|MINION|NEUTRAL|Ancient Mage|<b>Battlecry:</b> Give adjacent_minions <b>Spell_Damage +1</b>.
EX1_586|True|EXPERT1|S|MINION|NEUTRAL|Sea Giant|Costs (1) less for each other minion on the battlefield.
EX1_587|True|CORE|S|MINION|SHAMAN|Windspeaker|<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.
EX1_590|True|EXPERT1|S|MINION|NEUTRAL|Blood Knight|<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.
EX1_591|False|EXPERT1|S|MINION|PRIEST|Auchenai Soulpriest|Your cards and powers that restore Health now deal damage instead.
EX1_593|True|CORE|S|MINION|NEUTRAL|Nightblade|<b>Battlecry: </b>Deal 3 damage to the enemy hero.
EX1_594|True|EXPERT1|S|SPELL|MAGE|Vaporize|<b>Secret:</b> When a minion attacks your hero, destroy it.
EX1_595|True|EXPERT1|S|MINION|NEUTRAL|Cult Master|Whenever one of your other minions dies, draw a card.
EX1_596|True|EXPERT1|S|SPELL|WARLOCK|Demonfire|Deal $2 damage to a minion. If it’s a friendly Demon, give it +2/+2 instead. *spelldmg
EX1_597|True|EXPERT1|S|MINION|NEUTRAL|Imp Master|At the end of your turn, deal 1 damage to this minion  and summon a 1/1 Imp.
EX1_603|True|EXPERT1|S|MINION|WARRIOR|Cruel Taskmaster|<b>Battlecry:</b> Deal 1 damage to a minion and give it +2_Attack.
EX1_604|True|EXPERT1|S|MINION|WARRIOR|Frothing Berserker|Whenever a minion takes damage, gain +1 Attack.
EX1_606|True|CORE|S|SPELL|WARRIOR|Shield Block|Gain 5 Armor. Draw a card.
EX1_607|True|EXPERT1|S|SPELL|WARRIOR|Inner Rage|Deal $1 damage to a minion and give it +2_Attack. *spelldmg
EX1_608|True|EXPERT1|S|MINION|MAGE|Sorcerer's Apprentice|Your spells cost (1) less.
EX1_609|True|EXPERT1|S|SPELL|HUNTER|Snipe|<b>Secret:</b> After your opponent plays a minion, deal $4 damage to it. *spelldmg
EX1_610|True|EXPERT1|S|SPELL|HUNTER|Explosive Trap|<b>Secret:</b> When your hero is attacked, deal $2 damage to all enemies. *spelldmg
EX1_611|True|EXPERT1|S|SPELL|HUNTER|Freezing Trap|<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand. It costs (2) more.
EX1_612|False|EXPERT1|S|MINION|MAGE|Kirin Tor Mage|<b>Battlecry:</b> The next <b>Secret</b> you play this turn costs (0).
EX1_613|True|EXPERT1|S|MINION|ROGUE|Edwin VanCleef|<b>Combo:</b> Gain +2/+2 for each other card you've played this turn.
EX1_614|True|EXPERT1|S|MINION|NEUTRAL|Illidan Stormrage|Whenever you play a card, summon a 2/1 Flame of_Azzinoth.
EX1_616|True|EXPERT1|S|MINION|NEUTRAL|Mana Wraith|ALL minions cost (1) more.
EX1_617|True|EXPERT1|S|SPELL|HUNTER|Deadly Shot|Destroy a random enemy minion.
EX1_619|True|EXPERT1|S|SPELL|PALADIN|Equality|Change the Health of ALL minions to 1.
EX1_620|True|EXPERT1|S|MINION|NEUTRAL|Molten Giant|Costs (1) less for each damage your hero has taken.
EX1_621|True|EXPERT1|S|SPELL|PRIEST|Circle of Healing|Restore #4 Health to ALL_minions.
EX1_622|True|CORE|S|SPELL|PRIEST|Shadow Word: Death|Destroy a minion with 5_or more Attack.
EX1_623|True|EXPERT1|S|MINION|PRIEST|Temple Enforcer|<b>Battlecry:</b> Give a friendly minion +3 Health.
EX1_624|True|EXPERT1|S|SPELL|PRIEST|Holy Fire|Deal $5 damage. Restore #5 Health to your hero. *spelldmg
EX1_625|True|EXPERT1|S|SPELL|PRIEST|Shadowform|Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.
EX1_626|True|EXPERT1|S|SPELL|PRIEST|Mass Dispel|<b>Silence</b> all enemy minions. Draw a card.
FP1_011|True|NAXX|W|MINION|HUNTER|Webspinner|<b>Deathrattle:</b> Add a random Beast card to your hand.
GVG_094|True|GVG|W|MINION|NEUTRAL|Jeeves|At the end of each player's turn, that player draws until they have 3 cards.
HERO_01|True|CORE|S|HERO|WARRIOR|Garrosh Hellscream|
HERO_02|True|CORE|S|HERO|SHAMAN|Thrall|
HERO_03|True|CORE|S|HERO|ROGUE|Valeera Sanguinar|
HERO_04|True|CORE|S|HERO|PALADIN|Uther Lightbringer|
HERO_05|True|CORE|S|HERO|HUNTER|Rexxar|
HERO_06|True|CORE|S|HERO|DRUID|Malfurion Stormrage|
HERO_07|True|CORE|S|HERO|WARLOCK|Gul'dan|
HERO_08|True|CORE|S|HERO|MAGE|Jaina Proudmoore|
HERO_09|True|CORE|S|HERO|PRIEST|Anduin Wrynn|
KAR_004|True|KARA|S|SPELL|HUNTER|Cat Trick|<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.
KAR_005|True|KARA|S|MINION|HUNTER|Kindly Grandmother|<b>Deathrattle:</b> Summon a 3/2 Big Bad Wolf.
KAR_006|True|KARA|S|MINION|HUNTER|Cloaked Huntress|Your <b>Secrets</b> cost (0).
KAR_009|True|KARA|S|MINION|MAGE|Babbling Book|<b>Battlecry:</b> Add a random Mage spell to your hand.
KAR_010|True|KARA|S|MINION|PALADIN|Nightbane Templar|<b>Battlecry:</b> If you're holding a Dragon, summon two 1/1 Whelps.
KAR_011|True|KARA|S|MINION|NEUTRAL|Pompous Thespian|<b>Taunt</b>
KAR_013|True|KARA|S|SPELL|PRIEST|Purify|<b>Silence</b> a friendly minion. Draw a card.
KAR_021|True|KARA|S|MINION|SHAMAN|Wicked Witchdoctor|Whenever you cast a spell, summon a random basic_Totem.
KAR_025|True|KARA|S|SPELL|WARLOCK|Kara Kazham!|Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.
KAR_026|True|KARA|S|SPELL|WARRIOR|Protect the King!|For each enemy minion, summon a 1/1 Pawn with <b>Taunt</b>.
KAR_028|False|KARA|S|WEAPON|WARRIOR|Fool's Bane|Unlimited attacks each turn. Can't attack heroes.
KAR_029|True|KARA|S|MINION|NEUTRAL|Runic Egg|<b>Deathrattle:</b> Draw a card.
KAR_030a|True|KARA|S|MINION|NEUTRAL|Pantry Spider|<b>Battlecry:</b> Summon a 1/3 Spider.
KAR_033|True|KARA|S|MINION|NEUTRAL|Book Wyrm|<b>Battlecry:</b> If you're holding a Dragon, destroy an enemy minion with 3 or less Attack.
KAR_035|True|KARA|S|MINION|PRIEST|Priest of the Feast|Whenever you cast a spell, restore 3 Health to your hero.
KAR_036|True|KARA|S|MINION|NEUTRAL|Arcane Anomaly|Whenever you cast a spell, give this minion +1 Health.
KAR_037|True|KARA|S|MINION|NEUTRAL|Avian Watcher|<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1 and <b>Taunt</b>.
KAR_041|False|KARA|S|MINION|NEUTRAL|Moat Lurker|<b>Battlecry:</b> Destroy a minion. <b>Deathrattle:</b> Resummon it.
KAR_044|True|KARA|S|MINION|NEUTRAL|Moroes|<b>Stealth</b> At the end of your turn, summon a 1/1 Steward.
KAR_057|True|KARA|S|MINION|PALADIN|Ivory Knight|<b>Battlecry:</b> <b>Discover</b> a spell. Restore Health to your hero equal to its Cost.
KAR_061|True|KARA|S|MINION|NEUTRAL|The Curator|<b>Taunt</b> <b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.
KAR_062|True|KARA|S|MINION|NEUTRAL|Netherspite Historian|<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a Dragon.
KAR_063|True|KARA|S|WEAPON|SHAMAN|Spirit Claws|Has +2 Attack while you have <b>Spell Damage</b>.
KAR_065|True|KARA|S|MINION|DRUID|Menagerie Warden|<b>Battlecry:</b> Choose a friendly Beast. Summon a_copy of it.
KAR_069|True|KARA|S|MINION|ROGUE|Swashburglar|<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>
KAR_070|True|KARA|S|MINION|ROGUE|Ethereal Peddler|<b>Battlecry:</b> If you're holding any non-Rogue class cards, _reduce their Cost by (2).
KAR_073|True|KARA|S|SPELL|SHAMAN|Maelstrom Portal|Deal_$1_damage to_all_enemy_minions. Summon_a_random 1-Cost minion. *spelldmg
KAR_075|True|KARA|S|SPELL|DRUID|Moonglade Portal|Restore #6 Health. Summon a random 6-Cost minion.
KAR_076|True|KARA|S|SPELL|MAGE|Firelands Portal|Deal $5 damage. Summon a random 5-Cost minion. *spelldmg
KAR_077|True|KARA|S|SPELL|PALADIN|Silvermoon Portal|Give a minion +2/+2. Summon a random 2-Cost minion.
KAR_089|True|KARA|S|MINION|WARLOCK|Malchezaar's Imp|Whenever you discard a card, draw a card.
KAR_091|True|KARA|S|SPELL|WARRIOR|Ironforge Portal|Gain 4 Armor. Summon a random 4-Cost minion.
KAR_092|True|KARA|S|MINION|MAGE|Medivh's Valet|<b>Battlecry:</b> If you control a <b>Secret</b>, deal 3 damage.
KAR_094|True|KARA|S|MINION|ROGUE|Deadly Fork|<b>Deathrattle:</b> Add a 3/2 weapon to your hand.
KAR_095|True|KARA|S|MINION|NEUTRAL|Zoobot|<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +1/+1.
KAR_096|True|KARA|S|MINION|NEUTRAL|Prince Malchezaar|When the game starts, add 5 extra <b>Legendary</b> minions to your deck.
KAR_097|True|KARA|S|MINION|NEUTRAL|Medivh, the Guardian|<b>Battlecry:</b> Equip Atiesh, Greatstaff of the Guardian.
KAR_114|True|KARA|S|MINION|NEUTRAL|Barnes|<b>Battlecry:</b> Summon a 1/1 copy of a random minion in your deck.
KAR_204|True|KARA|S|MINION|PRIEST|Onyx Bishop|<b>Battlecry:</b> Summon a friendly minion that died this game.
KAR_205|False|KARA|S|MINION|WARLOCK|Silverware Golem|If you discard this minion, summon it.
KAR_300|True|KARA|S|MINION|DRUID|Enchanted Raven|
